,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
8206,160816121,NON-CRIMINAL,LOST PROPERTY,Friday,10/07/2016 12:00:00 AM,10:00,CENTRAL,NONE,700 Block of VALLEJO ST,-122.409791662293,37.7985083480435,"(37.7985083480435, -122.409791662293)",16081612171000
8207,160816143,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,10/07/2016 12:00:00 AM,05:10,BAYVIEW,"ARREST, BOOKED",0 Block of CAIRE TR,-122.399066879624,37.7522594732303,"(37.7522594732303, -122.399066879624)",16081614315161
8208,160240768,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,03/22/2016 12:00:00 AM,21:00,CENTRAL,NONE,BEACH ST / STOCKTON ST,-122.410690675854,37.8078911906226,"(37.8078911906226, -122.410690675854)",16024076806243
8209,160240774,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,03/22/2016 12:00:00 AM,15:30,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",16024077419090
8210,160271036,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Saturday,04/02/2016 12:00:00 AM,08:30,SOUTHERN,"ARREST, BOOKED",200 Block of KING ST,-122.393110640713,37.7773103219698,"(37.7773103219698, -122.393110640713)",16027103612120
8211,160271036,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,04/02/2016 12:00:00 AM,08:30,SOUTHERN,"ARREST, BOOKED",200 Block of KING ST,-122.393110640713,37.7773103219698,"(37.7773103219698, -122.393110640713)",16027103616710
8212,160271036,WARRANTS,WARRANT ARREST,Saturday,04/02/2016 12:00:00 AM,08:30,SOUTHERN,"ARREST, BOOKED",200 Block of KING ST,-122.393110640713,37.7773103219698,"(37.7773103219698, -122.393110640713)",16027103663010
8213,160271042,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,04/02/2016 12:00:00 AM,08:37,INGLESIDE,"ARREST, BOOKED",3400 Block of MISSION ST,-122.42303979115,37.7408396087879,"(37.7408396087879, -122.42303979115)",16027104204013
8214,160271042,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Saturday,04/02/2016 12:00:00 AM,08:37,INGLESIDE,"ARREST, BOOKED",3400 Block of MISSION ST,-122.42303979115,37.7408396087879,"(37.7408396087879, -122.42303979115)",16027104215041
8215,160271058,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/02/2016 12:00:00 AM,00:15,MISSION,NONE,19TH ST / GUERRERO ST,-122.423643957485,37.7599667312465,"(37.7599667312465, -122.423643957485)",16027105806244
8216,160271064,ASSAULT,BATTERY,Saturday,04/02/2016 12:00:00 AM,09:15,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415448759562,37.778293520129,"(37.778293520129, -122.415448759562)",16027106404134
8217,160816416,LARCENY/THEFT,PETTY THEFT BICYCLE,Friday,10/07/2016 12:00:00 AM,13:30,BAYVIEW,NONE,100 Block of CONNECTICUT ST,-122.397604867231,37.7644250296836,"(37.7644250296836, -122.397604867231)",16081641606313
8218,160271133,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,03/30/2016 12:00:00 AM,12:00,TARAVAL,NONE,2300 Block of 37TH AV,-122.495112170742,37.7431135950577,"(37.7431135950577, -122.495112170742)",16027113368020
8219,160271224,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Saturday,04/02/2016 12:00:00 AM,10:25,SOUTHERN,NONE,500 Block of HOWARD ST,-122.398143526066,37.7869461751428,"(37.7869461751428, -122.398143526066)",16027122405081
8220,160271230,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,04/02/2016 12:00:00 AM,10:30,TENDERLOIN,NONE,GOLDEN GATE AV / HYDE ST,-122.415508242782,37.7816542806076,"(37.7816542806076, -122.415508242782)",16027123003014
8221,160271246,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,04/02/2016 12:00:00 AM,10:03,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / BAY SHORE BL,-122.405242467114,37.7430506903112,"(37.7430506903112, -122.405242467114)",16027124662050
8222,160817925,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Friday,10/07/2016 12:00:00 AM,23:23,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",16081792512027
8223,160817931,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,10/07/2016 12:00:00 AM,22:45,NORTHERN,"ARREST, BOOKED",1800 Block of PACIFIC AV,-122.425719698405,37.7945546414296,"(37.7945546414296, -122.425719698405)",16081793104138
8224,160817931,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Friday,10/07/2016 12:00:00 AM,22:45,NORTHERN,"ARREST, BOOKED",1800 Block of PACIFIC AV,-122.425719698405,37.7945546414296,"(37.7945546414296, -122.425719698405)",16081793126120
8225,160817947,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,10/07/2016 12:00:00 AM,18:00,PARK,NONE,0 Block of LOCKSLEY AV,-122.46331160715,37.7592202975893,"(37.7592202975893, -122.46331160715)",16081794704014
8226,160265346,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,03/31/2016 12:00:00 AM,11:30,RICHMOND,NONE,5800 Block of GEARY BL,-122.482061159572,37.7800874706475,"(37.7800874706475, -122.482061159572)",16026534606242
8227,160265415,NON-CRIMINAL,FOUND PROPERTY,Friday,03/25/2016 12:00:00 AM,07:45,INGLESIDE,NONE,0 Block of SANTAROSA AV,-122.435041495063,37.7262025969386,"(37.7262025969386, -122.435041495063)",16026541572000
8228,160271412,VEHICLE THEFT,STOLEN TRUCK,Friday,04/01/2016 12:00:00 AM,22:00,INGLESIDE,NONE,ANKENY ST / ALDER ST,-122.404792954723,37.7193080216287,"(37.7193080216287, -122.404792954723)",16027141207025
8229,160271428,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,03/01/2016 12:00:00 AM,07:00,TARAVAL,NONE,200 Block of SAGAMORE ST,-122.460564524171,37.7113249681306,"(37.7113249681306, -122.460564524171)",16027142807023
8230,160271434,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,04/02/2016 12:00:00 AM,10:49,MISSION,"ARREST, BOOKED",1000 Block of CAPP ST,-122.417192395984,37.7498863746378,"(37.7498863746378, -122.417192395984)",16027143464085
8231,160271440,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,03/28/2016 12:00:00 AM,20:00,SOUTHERN,NONE,0 Block of TOWNSEND ST,-122.38917826265,37.7817062612299,"(37.7817062612299, -122.38917826265)",16027144006313
8232,160271462,VEHICLE THEFT,STOLEN TRUCK,Friday,04/01/2016 12:00:00 AM,22:00,RICHMOND,NONE,SACRAMENTO ST / PIERCE ST,-122.437321283438,37.7894205040725,"(37.7894205040725, -122.437321283438)",16027146207025
8233,160271478,MISSING PERSON,MISSING ADULT,Saturday,04/02/2016 12:00:00 AM,11:10,PARK,NONE,0 Block of CASTRO ST,-122.435637436721,37.7681694346175,"(37.7681694346175, -122.435637436721)",16027147874000
8234,160271478,MISSING PERSON,FOUND PERSON,Saturday,04/02/2016 12:00:00 AM,11:10,PARK,NONE,0 Block of CASTRO ST,-122.435637436721,37.7681694346175,"(37.7681694346175, -122.435637436721)",16027147875000
8235,160271597,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,04/02/2016 12:00:00 AM,11:45,NORTHERN,NONE,3600 Block of LYON ST,-122.44827840533,37.804271887891,"(37.804271887891, -122.44827840533)",16027159728160
8236,160271600,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,04/02/2016 12:00:00 AM,07:05,SOUTHERN,NONE,TOWNSEND ST / 4TH ST,-122.394985875925,37.7770909534023,"(37.7770909534023, -122.394985875925)",16027160006224
8237,160271616,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Wednesday,03/23/2016 12:00:00 AM,20:49,MISSION,NONE,3500 Block of 16TH ST,-122.43201489379,37.7642498917209,"(37.7642498917209, -122.43201489379)",16027161606394
8238,160271644,MISSING PERSON,FOUND PERSON,Saturday,04/02/2016 12:00:00 AM,12:32,TARAVAL,NONE,100 Block of VIDAL DR,-122.484903847655,37.7205665781933,"(37.7205665781933, -122.484903847655)",16027164475000
8239,160271672,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,04/02/2016 12:00:00 AM,12:10,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406690592261,37.7852071918419,"(37.7852071918419, -122.406690592261)",16027167206362
8240,160271688,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,04/02/2016 12:00:00 AM,01:23,SOUTHERN,"ARREST, BOOKED",BRYANT ST / JACK LONDON AL,-122.394732037832,37.7821987713248,"(37.7821987713248, -122.394732037832)",16027168865015
8241,160271694,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/02/2016 12:00:00 AM,11:20,RICHMOND,NONE,1000 Block of GREAT HY,-122.510225749052,37.7672442209616,"(37.7672442209616, -122.510225749052)",16027169406244
8242,160271707,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,03/26/2016 12:00:00 AM,01:00,RICHMOND,NONE,20TH AV / FULTON ST,-122.478837566263,37.7728124773101,"(37.7728124773101, -122.478837566263)",16027170706242
8243,160134995,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,02/13/2016 12:00:00 AM,17:00,SOUTHERN,NONE,9TH ST / HOWARD ST,-122.413163134276,37.7749926445385,"(37.7749926445385, -122.413163134276)",16013499506243
8244,160135006,NON-CRIMINAL,LOST PROPERTY,Sunday,02/14/2016 12:00:00 AM,12:00,NORTHERN,NONE,700 Block of HAYES ST,-122.428760609879,37.7762012011279,"(37.7762012011279, -122.428760609879)",16013500671000
8245,160135028,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,02/12/2016 12:00:00 AM,17:30,NORTHERN,NONE,FILLMORE ST / CHESTNUT ST,-122.436275324778,37.8008126645682,"(37.8008126645682, -122.436275324778)",16013502806241
8246,160135034,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Sunday,02/14/2016 12:00:00 AM,22:40,PARK,NONE,GEARY BL / BAKER ST,-122.442795743643,37.7828833959001,"(37.7828833959001, -122.442795743643)",16013503403011
8247,160135040,ASSAULT,BATTERY,Monday,02/15/2016 12:00:00 AM,09:50,CENTRAL,NONE,400 Block of BROADWAY ST,-122.404282497745,37.7982249345487,"(37.7982249345487, -122.404282497745)",16013504004134
8248,160135084,MISSING PERSON,MISSING JUVENILE,Sunday,02/14/2016 12:00:00 AM,13:30,NORTHERN,NONE,900 Block of BUCHANAN ST,-122.42845383696,37.7785841286585,"(37.7785841286585, -122.42845383696)",16013508474010
8249,160135084,MISSING PERSON,FOUND PERSON,Sunday,02/14/2016 12:00:00 AM,13:30,NORTHERN,NONE,900 Block of BUCHANAN ST,-122.42845383696,37.7785841286585,"(37.7785841286585, -122.42845383696)",16013508475000
8250,160271804,NON-CRIMINAL,FOUND PROPERTY,Saturday,04/02/2016 12:00:00 AM,12:00,CENTRAL,NONE,0 Block of TELEGRAPHHILL BL,-122.405335349658,37.8022727860748,"(37.8022727860748, -122.405335349658)",16027180472000
8251,160271810,MISSING PERSON,FOUND PERSON,Saturday,04/02/2016 12:00:00 AM,09:00,BAYVIEW,NONE,1700 Block of NEWCOMB AV,-122.392643753605,37.7367848800513,"(37.7367848800513, -122.392643753605)",16027181075000
8252,160819824,VEHICLE THEFT,STOLEN TRUCK,Friday,10/07/2016 12:00:00 AM,22:00,NORTHERN,NONE,POLK ST / MYRTLE ST,-122.419641420429,37.7854327313929,"(37.7854327313929, -122.419641420429)",16081982407025
8253,160778305,NON-CRIMINAL,AIDED CASE,Sunday,09/25/2016 12:00:00 AM,10:00,BAYVIEW,NONE,1200 Block of 3RD ST,-122.389517648036,37.7724682400061,"(37.7724682400061, -122.389517648036)",16077830551040
8254,160802653,VEHICLE THEFT,STOLEN TRUCK,Tuesday,09/13/2016 12:00:00 AM,20:00,MISSION,NONE,1500 Block of BRYANT ST,-122.410600103463,37.7675325594031,"(37.7675325594031, -122.410600103463)",16080265307025
8255,160820235,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Saturday,10/08/2016 12:00:00 AM,16:00,SOUTHERN,NONE,0 Block of 6TH ST,-122.410041631816,37.7819536537257,"(37.7819536537257, -122.410041631816)",16082023504012
8256,160820241,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,09/25/2016 12:00:00 AM,21:00,PARK,NONE,1600 Block of HAIGHT ST,-122.450452600564,37.7695032629887,"(37.7695032629887, -122.450452600564)",16082024106373
8257,160135197,TRESPASS,TRESPASSING,Monday,02/15/2016 12:00:00 AM,10:30,TARAVAL,"ARREST, BOOKED",2400 Block of 29TH AV,-122.486411523929,37.7416238357091,"(37.7416238357091, -122.486411523929)",16013519727195
8258,160135200,ASSAULT,BATTERY,Monday,02/15/2016 12:00:00 AM,11:10,INGLESIDE,NONE,700 Block of PORTOLA DR,-122.453725754435,37.7442209162424,"(37.7442209162424, -122.453725754435)",16013520004134
8259,160271882,WARRANTS,WARRANT ARREST,Saturday,04/02/2016 12:00:00 AM,13:37,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,"(37.7799444052046, -122.414317857881)",16027188263010
8260,160271917,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,04/02/2016 12:00:00 AM,14:00,NORTHERN,"ARREST, BOOKED",HEMLOCK ST / LARKIN ST,-122.418368839165,37.7874861572271,"(37.7874861572271, -122.418368839165)",16027191730200
8261,160271917,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,04/02/2016 12:00:00 AM,14:00,NORTHERN,"ARREST, BOOKED",HEMLOCK ST / LARKIN ST,-122.418368839165,37.7874861572271,"(37.7874861572271, -122.418368839165)",16027191762050
8262,160271923,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,04/02/2016 12:00:00 AM,14:02,TARAVAL,NONE,2400 Block of GREAT HY,-122.506878313902,37.7407268826876,"(37.7407268826876, -122.506878313902)",16027192306240
8263,160271923,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,04/02/2016 12:00:00 AM,14:02,TARAVAL,NONE,2400 Block of GREAT HY,-122.506878313902,37.7407268826876,"(37.7407268826876, -122.506878313902)",16027192306243
8264,160271939,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,04/02/2016 12:00:00 AM,13:30,CENTRAL,"ARREST, BOOKED",400 Block of GEARY ST,-122.41072162587,37.7870966495663,"(37.7870966495663, -122.41072162587)",16027193907020
8265,160779159,WARRANTS,WARRANT ARREST,Sunday,09/25/2016 12:00:00 AM,17:26,BAYVIEW,"ARREST, BOOKED",3RD ST / HUDSON AV,-122.38875579499,37.7403192229675,"(37.7403192229675, -122.38875579499)",16077915963010
8266,160803758,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,09/30/2016 12:00:00 AM,18:00,BAYVIEW,NONE,2200 Block of 26TH ST,-122.401712195359,37.7505510326325,"(37.7505510326325, -122.401712195359)",16080375807020
8267,160821186,WARRANTS,ENROUTE TO U.S. MARSHALL,Saturday,10/08/2016 12:00:00 AM,21:49,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,-122.415127837608,37.7797870676495,"(37.7797870676495, -122.415127837608)",16082118662010
8268,160821192,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,10/08/2016 12:00:00 AM,18:35,CENTRAL,NONE,2200 Block of GRANT AV,-122.40892033536,37.8076536177344,"(37.8076536177344, -122.40892033536)",16082119206244
8269,160272006,WARRANTS,WARRANT ARREST,Saturday,04/02/2016 12:00:00 AM,15:02,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)",16027200663010
8270,160272012,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,04/01/2016 12:00:00 AM,19:30,MISSION,NONE,26TH ST / SOUTH VAN NESS AV,-122.415954301518,37.7491729638325,"(37.7491729638325, -122.415954301518)",16027201271010
8271,160272028,WARRANTS,WARRANT ARREST,Saturday,04/02/2016 12:00:00 AM,14:45,INGLESIDE,"ARREST, BOOKED",NORTON ST / MISSION ST,-122.434870543645,37.724589160901,"(37.724589160901, -122.434870543645)",16027202863010
8272,160272034,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,03/25/2016 12:00:00 AM,00:01,NORTHERN,NONE,1600 Block of JACKSON ST,-122.422253299565,37.7940917260344,"(37.7940917260344, -122.422253299565)",16027203461030
8273,160272040,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,04/02/2016 12:00:00 AM,14:30,SOUTHERN,NONE,900 Block of MARKET ST,-122.408421116922,37.7835699386918,"(37.7835699386918, -122.408421116922)",16027204006304
8274,160272056,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,04/02/2016 12:00:00 AM,14:45,INGLESIDE,"ARREST, BOOKED",4200 Block of FOLSOM ST,-122.413688852902,37.7339870181302,"(37.7339870181302, -122.413688852902)",16027205605083
8275,160272056,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,04/02/2016 12:00:00 AM,14:45,INGLESIDE,"ARREST, BOOKED",4200 Block of FOLSOM ST,-122.413688852902,37.7339870181302,"(37.7339870181302, -122.413688852902)",16027205611012
8276,160272062,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,04/02/2016 12:00:00 AM,11:00,RICHMOND,NONE,MASONIC AV / ANZA ST,-122.447517523122,37.7810694335442,"(37.7810694335442, -122.447517523122)",16027206271010
8277,160272078,MISSING PERSON,MISSING ADULT,Saturday,04/02/2016 12:00:00 AM,06:00,CENTRAL,UNFOUNDED,1300 Block of STOCKTON ST,-122.408783663028,37.7980998616878,"(37.7980998616878, -122.408783663028)",16027207874000
8278,160272125,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,04/02/2016 12:00:00 AM,15:16,BAYVIEW,"ARREST, BOOKED",HARBOR RD / INGALLS ST,-122.379932683403,37.7333815339796,"(37.7333815339796, -122.379932683403)",16027212507021
8279,160272131,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,04/01/2016 12:00:00 AM,21:00,INGLESIDE,NONE,NAPLES ST / ITALY AV,-122.434731478816,37.7161912705012,"(37.7161912705012, -122.434731478816)",16027213107021
8280,160272175,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,04/02/2016 12:00:00 AM,15:10,SOUTHERN,"ARREST, BOOKED",MCCOPPIN ST / VALENCIA ST,-122.422526328922,37.7715962069104,"(37.7715962069104, -122.422526328922)",16027217519090
8281,160272175,OTHER OFFENSES,RESISTING ARREST,Saturday,04/02/2016 12:00:00 AM,15:10,SOUTHERN,"ARREST, BOOKED",MCCOPPIN ST / VALENCIA ST,-122.422526328922,37.7715962069104,"(37.7715962069104, -122.422526328922)",16027217527170
8282,160821330,OTHER OFFENSES,"STAY AWAY ORDER VIOLATION, DV RELATED",Saturday,10/08/2016 12:00:00 AM,20:20,TARAVAL,NONE,200 Block of LEE AV,-122.454180388918,37.722669340282,"(37.722669340282, -122.454180388918)",16082133015151
8283,160821330,FRAUD,FALSE REPORT OF EMERGENCY,Saturday,10/08/2016 12:00:00 AM,20:20,TARAVAL,NONE,200 Block of LEE AV,-122.454180388918,37.722669340282,"(37.722669340282, -122.454180388918)",16082133027068
8284,160821346,MISSING PERSON,MISSING JUVENILE,Saturday,10/08/2016 12:00:00 AM,16:30,BAYVIEW,NONE,1300 Block of GILMAN AV,-122.394726647126,37.7219026350929,"(37.7219026350929, -122.394726647126)",16082134674010
8285,160821346,MISSING PERSON,FOUND PERSON,Saturday,10/08/2016 12:00:00 AM,16:30,BAYVIEW,NONE,1300 Block of GILMAN AV,-122.394726647126,37.7219026350929,"(37.7219026350929, -122.394726647126)",16082134675000
8286,160779682,RUNAWAY,RUNAWAY,Sunday,09/25/2016 12:00:00 AM,19:00,TARAVAL,NONE,1800 Block of VICENTE ST,-122.48560378101,37.7388214326705,"(37.7388214326705, -122.48560378101)",16077968229100
8287,160804079,ROBBERY,"ROBBERY, ARMED WITH A GUN",Monday,10/03/2016 12:00:00 AM,17:49,MISSION,NONE,24TH ST / MISSION ST,-122.418448186101,37.7522391652625,"(37.7522391652625, -122.418448186101)",16080407903071
8288,160821396,MISSING PERSON,FOUND PERSON,Saturday,10/08/2016 12:00:00 AM,18:45,MISSION,NONE,800 Block of CAPP ST,-122.417499429971,37.753084671409,"(37.753084671409, -122.417499429971)",16082139675000
8289,160821409,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,10/09/2016 12:00:00 AM,00:05,MISSION,"ARREST, BOOKED",MARKET ST / ARGENT AL,-122.442685459384,37.7527348724694,"(37.7527348724694, -122.442685459384)",16082140965010
8290,160135379,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,02/15/2016 12:00:00 AM,11:55,NORTHERN,NONE,0 Block of LARKIN ST,-122.416422293238,37.7781985654339,"(37.7781985654339, -122.416422293238)",16013537964085
8291,160240934,VEHICLE THEFT,STOLEN TRUCK,Tuesday,03/15/2016 12:00:00 AM,17:00,MISSION,NONE,TREAT AV / 23RD ST,-122.41314231312,37.7541658571765,"(37.7541658571765, -122.41314231312)",16024093407025
8292,160272313,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,04/02/2016 12:00:00 AM,16:35,RICHMOND,"ARREST, BOOKED",SPRUCE ST / MAYFAIR DR,-122.453257046694,37.7857211810487,"(37.7857211810487, -122.453257046694)",16027231365016
8293,160272341,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,04/02/2016 12:00:00 AM,16:52,CENTRAL,NONE,500 Block of BEACH ST,-122.418089185425,37.8069115312916,"(37.8069115312916, -122.418089185425)",16027234103074
8294,160272341,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,04/02/2016 12:00:00 AM,16:52,CENTRAL,NONE,500 Block of BEACH ST,-122.418089185425,37.8069115312916,"(37.8069115312916, -122.418089185425)",16027234164085
8295,160272410,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,04/02/2016 12:00:00 AM,01:30,BAYVIEW,NONE,1400 Block of HUDSON AV,-122.385135095076,37.7383338978754,"(37.7383338978754, -122.385135095076)",16027241007021
8296,160272426,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,04/02/2016 12:00:00 AM,13:15,BAYVIEW,NONE,900 Block of MINNESOTA ST,-122.390262015502,37.7591168554234,"(37.7591168554234, -122.390262015502)",16027242606244
8297,160272432,DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,04/02/2016 12:00:00 AM,13:30,TENDERLOIN,"ARREST, BOOKED",100 Block of TAYLOR ST,-122.410928353347,37.7836778741124,"(37.7836778741124, -122.410928353347)",16027243216100
8298,160272432,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,04/02/2016 12:00:00 AM,13:30,TENDERLOIN,"ARREST, BOOKED",100 Block of TAYLOR ST,-122.410928353347,37.7836778741124,"(37.7836778741124, -122.410928353347)",16027243216650
8299,160241120,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Wednesday,03/23/2016 12:00:00 AM,00:01,NORTHERN,NONE,800 Block of POLK ST,-122.419480276468,37.7842697641002,"(37.7842697641002, -122.419480276468)",16024112006240
8300,160272476,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,03/28/2016 12:00:00 AM,12:00,SOUTHERN,UNFOUNDED,1000 Block of MINNA ST,-122.416970375173,37.7734764292344,"(37.7734764292344, -122.416970375173)",16027247609029
8301,160272476,NON-CRIMINAL,COURTESY REPORT,Monday,03/28/2016 12:00:00 AM,12:00,SOUTHERN,UNFOUNDED,1000 Block of MINNA ST,-122.416970375173,37.7734764292344,"(37.7734764292344, -122.416970375173)",16027247668030
8302,160272476,NON-CRIMINAL,CASE CLOSURE,Monday,03/28/2016 12:00:00 AM,12:00,SOUTHERN,UNFOUNDED,1000 Block of MINNA ST,-122.416970375173,37.7734764292344,"(37.7734764292344, -122.416970375173)",16027247675030
8303,160272482,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,04/02/2016 12:00:00 AM,17:42,MISSION,"ARREST, BOOKED",MISSION ST / CESAR CHAVEZ ST,-122.418221946229,37.7481664083985,"(37.7481664083985, -122.418221946229)",16027248265016
8304,160272498,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Saturday,04/02/2016 12:00:00 AM,16:20,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.420762936447,37.7650403422958,"(37.7650403422958, -122.420762936447)",16027249805081
8305,160272517,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,04/01/2016 12:00:00 AM,22:45,SOUTHERN,NONE,NATOMA ST / 6TH ST,-122.407693108529,37.7801630691196,"(37.7801630691196, -122.407693108529)",16027251706244
8306,160821738,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,10/09/2016 12:00:00 AM,02:10,TARAVAL,"ARREST, BOOKED",1300 Block of 40TH AV,-122.499629867023,37.7616180940903,"(37.7616180940903, -122.499629867023)",16082173815200
8307,160272608,WARRANTS,WARRANT ARREST,Saturday,04/02/2016 12:00:00 AM,18:14,INGLESIDE,"ARREST, BOOKED",0 Block of CURTIS ST,-122.439959095946,37.7140912007906,"(37.7140912007906, -122.439959095946)",16027260863010
8308,160272614,OTHER OFFENSES,RESISTING ARREST,Saturday,04/02/2016 12:00:00 AM,18:30,CENTRAL,"ARREST, BOOKED",800 Block of PACIFIC AV,-122.409061067118,37.7966786637547,"(37.7966786637547, -122.409061067118)",16027261427170
8309,160272620,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,04/02/2016 12:00:00 AM,19:20,BAYVIEW,"ARREST, BOOKED",25TH ST / CONNECTICUT ST,-122.396516098253,37.7523112196847,"(37.7523112196847, -122.396516098253)",16027262065016
8310,160272664,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,04/02/2016 12:00:00 AM,18:11,CENTRAL,NONE,NORTHPOINT ST / MASON ST,-122.413789467437,37.8065526528708,"(37.8065526528708, -122.413789467437)",16027266464070
8311,160272664,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,04/02/2016 12:00:00 AM,18:11,CENTRAL,NONE,NORTHPOINT ST / MASON ST,-122.413789467437,37.8065526528708,"(37.8065526528708, -122.413789467437)",16027266464085
8312,160272670,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,03/25/2016 12:00:00 AM,22:30,NORTHERN,NONE,2100 Block of PACIFIC AV,-122.430631030224,37.7938159379676,"(37.7938159379676, -122.430631030224)",16027267006223
